Order Id,Order Item Id,order date (DateOrders),shipping date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Order Status,Shipping Mode,Customer Id,Customer Segment,Market,Order Region,Order Country,Category Name,Product Name,Product Price,Order Item Quantity,Order Item Discount,Sales,Order Item Total,Order Profit Per Order,Benefit per order
51417,4208,04/02/2015 00:00,04/08/2015 00:00,6,4,Late delivery,1,COMPLETE,Standard Class,1397,Corporate,Africa,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,238.11,3,84.26,714.33,630.07,119.97,170.52
38249,4209,05/18/2016 00:00,05/19/2016 00:00,1,2,Advance shipping,0,PROCESSING,First Class,8364,Corporate,Europe,Central America,SampleLand,Fishing,Sample Product,325.34,4,42.95,1301.36,1258.41,229.4,204.66
14033,4210,07/26/2015 00:00,08/01/2015 00:00,6,4,Late delivery,1,COMPLETE,First Class,6382,Consumer,Pacific Asia,Western Europe,SampleLand,Men's Footwear,Sample Product,275.16,1,9.78,275.16,265.38,91.8,2.67
12683,4211,02/20/2017 00:00,03/01/2017 00:00,9,6,Late delivery,1,PENDING,Standard Class,8609,Home Office,Europe,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,90.48,4,30.42,361.92,331.5,63.78,46.74
27424,4212,02/09/2016 00:00,02/15/2016 00:00,6,4,Late delivery,1,PENDING,Standard Class,4833,Consumer,Europe,South America,SampleLand,Fishing,Sample Product,250.73,3,98.84,752.19,653.35,-26.9,223.97
5686,4213,05/19/2016 00:00,05/20/2016 00:00,1,2,Shipping on time,0,CLOSED,First Class,1833,Consumer,Pacific Asia,West Africa,SampleLand,Women's Apparel,Sample Product,235.7,4,40.81,942.8,901.99,312.11,292.1
35091,4214,05/19/2015 00:00,05/23/2015 00:00,4,2,Advance shipping,1,CLOSED,Same Day,10848,Consumer,Africa,West Africa,SampleLand,Men's Footwear,Sample Product,277.41,5,68.41,1387.05,1318.64,54.96,50.6
27563,4215,08/19/2016 00:00,08/19/2016 00:00,0,1,Advance shipping,0,PENDING_PAYMENT,First Class,11559,Corporate,Africa,US Center,SampleLand,Fishing,Sample Product,64.23,3,15.92,192.69,176.77,37.79,37.12
8342,4216,07/13/2015 00:00,07/16/2015 00:00,3,4,Advance shipping,0,PENDING,Standard Class,9147,Corporate,Europe,Western Europe,SampleLand,Water Sports,Sample Product,85.23,5,2.56,426.15,423.59,71.68,54.97
31482,4217,01/17/2017 00:00,01/23/2017 00:00,6,6,Late delivery,0,PENDING_PAYMENT,First Class,282,Consumer,Europe,South America,SampleLand,Fishing,Sample Product,269.82,3,45.99,809.46,763.47,45.77,22.09
50928,4218,04/12/2015 00:00,04/18/2015 00:00,6,6,Late delivery,0,COMPLETE,Second Class,9623,Corporate,Pacific Asia,Central America,SampleLand,Women's Apparel,Sample Product,144.96,2,24.19,289.92,265.73,22.06,-9.47
54522,4219,11/07/2017 00:00,11/10/2017 00:00,3,4,Late delivery,0,COMPLETE,Standard Class,11950,Home Office,USCA,Central America,SampleLand,Fishing,Sample Product,318.23,4,0.92,1272.92,1272.0,246.58,-54.48
25133,4220,01/27/2017 00:00,01/28/2017 00:00,1,2,Late delivery,0,COMPLETE,Standard Class,4965,Consumer,Europe,West Africa,SampleLand,Camping & Hiking,Sample Product,192.65,1,18.44,192.65,174.21,50.92,-15.52
4389,4221,07/10/2015 00:00,07/18/2015 00:00,8,6,Advance shipping,1,PENDING,First Class,6030,Consumer,LATAM,Southeast Asia,SampleLand,Water Sports,Sample Product,118.16,5,4.52,590.8,586.28,191.12,109.85
51808,4222,01/27/2015 00:00,01/30/2015 00:00,3,2,Late delivery,1,PROCESSING,First Class,299,Consumer,LATAM,West Africa,SampleLand,Men's Footwear,Sample Product,331.63,1,35.81,331.63,295.82,102.34,6.48
33061,4223,12/30/2015 00:00,12/31/2015 00:00,1,2,Shipping on time,0,PENDING,Standard Class,7218,Consumer,Europe,Western Europe,SampleLand,Women's Apparel,Sample Product,203.01,3,73.24,609.03,535.79,-25.43,87.57
45604,4224,06/19/2015 00:00,06/24/2015 00:00,5,4,Late delivery,1,PENDING_PAYMENT,Second Class,9113,Home Office,Africa,Western Europe,SampleLand,Electronics,Sample Product,87.23,5,54.88,436.15,381.27,-5.89,91.61
2714,4225,08/08/2015 00:00,08/11/2015 00:00,3,1,Late delivery,1,PROCESSING,Standard Class,2420,Consumer,USCA,Southeast Asia,SampleLand,Fishing,Sample Product,406.32,1,41.04,406.32,365.28,-2.73,-35.73
17697,4226,07/26/2017 00:00,08/03/2017 00:00,8,6,Late delivery,1,PROCESSING,Second Class,7600,Consumer,Europe,Southeast Asia,SampleLand,Electronics,Sample Product,221.56,3,55.99,664.68,608.69,205.73,60.56
17136,4227,09/21/2016 00:00,09/27/2016 00:00,6,6,Late delivery,0,PENDING_PAYMENT,Standard Class,3130,Consumer,Pacific Asia,South America,SampleLand,Fishing,Sample Product,458.38,3,63.44,1375.14,1311.7,-73.65,29.24
42994,4228,07/06/2015 00:00,07/09/2015 00:00,3,4,Late delivery,0,PENDING,Standard Class,1698,Consumer,USCA,Central America,SampleLand,Men's Footwear,Sample Product,104.77,2,13.35,209.54,196.19,41.92,34.56
40871,4229,08/10/2016 00:00,08/17/2016 00:00,7,4,Advance shipping,1,PENDING_PAYMENT,Standard Class,271,Consumer,Europe,Western Europe,SampleLand,Water Sports,Sample Product,439.41,4,22.95,1757.64,1734.69,574.15,-61.52
44442,4230,09/10/2015 00:00,09/16/2015 00:00,6,4,Advance shipping,1,PENDING,Standard Class,9081,Home Office,USCA,Western Europe,SampleLand,Electronics,Sample Product,409.8,2,86.93,819.6,732.67,116.41,114.81
23829,4231,11/08/2017 00:00,11/12/2017 00:00,4,1,Late delivery,1,PENDING_PAYMENT,First Class,2544,Consumer,USCA,Western Europe,SampleLand,Men's Footwear,Sample Product,60.92,2,0.45,121.84,121.39,-11.71,19.88
18676,4232,02/26/2015 00:00,03/02/2015 00:00,4,4,Shipping on time,0,ON_HOLD,First Class,1792,Consumer,USCA,Western Europe,SampleLand,Men's Footwear,Sample Product,270.52,2,33.55,541.04,507.49,-35.75,95.29
11353,4233,04/02/2017 00:00,04/05/2017 00:00,3,4,Advance shipping,0,COMPLETE,Standard Class,11541,Consumer,LATAM,US Center,SampleLand,Fishing,Sample Product,330.3,4,100.32,1321.2,1220.88,267.88,-66.53
15224,4234,05/10/2017 00:00,05/16/2017 00:00,6,6,Late delivery,0,COMPLETE,Standard Class,8876,Home Office,LATAM,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,252.79,5,123.25,1263.95,1140.7,90.41,388.58
9852,4235,04/08/2015 00:00,04/10/2015 00:00,2,2,Advance shipping,0,PENDING,Standard Class,3083,Home Office,Pacific Asia,West Africa,SampleLand,Women's Apparel,Sample Product,201.23,1,10.36,201.23,190.87,24.35,18.4
49405,4236,07/03/2015 00:00,07/07/2015 00:00,4,2,Late delivery,1,CLOSED,Standard Class,8563,Home Office,Pacific Asia,South America,SampleLand,Water Sports,Sample Product,472.48,3,94.14,1417.44,1323.3,-105.41,140.91
40656,4237,03/18/2016 00:00,03/24/2016 00:00,6,4,Late delivery,1,CLOSED,Standard Class,5995,Consumer,Europe,Southeast Asia,SampleLand,Camping & Hiking,Sample Product,353.4,2,62.27,706.8,644.53,196.1,143.81
40676,4238,07/22/2017 00:00,07/25/2017 00:00,3,4,Late delivery,0,PENDING,Standard Class,91,Corporate,Africa,West Africa,SampleLand,Men's Footwear,Sample Product,483.28,2,133.85,966.56,832.71,256.0,263.1
53155,4239,07/25/2016 00:00,07/30/2016 00:00,5,4,Shipping on time,1,ON_HOLD,Standard Class,3243,Corporate,Europe,Southeast Asia,SampleLand,Men's Footwear,Sample Product,424.65,5,214.01,2123.25,1909.24,326.38,396.97
44374,4240,12/02/2016 00:00,12/08/2016 00:00,6,6,Late delivery,0,COMPLETE,Same Day,9297,Consumer,Europe,Central America,SampleLand,Fishing,Sample Product,410.39,4,62.65,1641.56,1578.91,180.52,315.81
19233,4241,05/18/2017 00:00,05/22/2017 00:00,4,2,Advance shipping,1,PENDING_PAYMENT,Second Class,8628,Corporate,LATAM,Southeast Asia,SampleLand,Women's Apparel,Sample Product,365.56,5,232.29,1827.8,1595.51,123.08,339.21
18784,4242,06/22/2017 00:00,06/26/2017 00:00,4,4,Shipping canceled,0,PENDING_PAYMENT,Standard Class,4892,Corporate,LATAM,Central America,SampleLand,Cardio Equipment,Sample Product,326.58,4,10.79,1306.32,1295.53,-14.2,266.2
7638,4243,06/09/2016 00:00,06/11/2016 00:00,2,1,Late delivery,1,PROCESSING,Second Class,11836,Corporate,Europe,South America,SampleLand,Indoor/Outdoor Games,Sample Product,444.56,4,72.63,1778.24,1705.61,550.69,244.2
43331,4244,07/03/2016 00:00,07/07/2016 00:00,4,2,Late delivery,1,PENDING_PAYMENT,Standard Class,6079,Consumer,USCA,South America,SampleLand,Water Sports,Sample Product,310.57,4,20.15,1242.28,1222.13,146.89,161.14
52459,4245,03/17/2017 00:00,03/21/2017 00:00,4,4,Late delivery,0,COMPLETE,Second Class,154,Consumer,Pacific Asia,Oceania,SampleLand,Women's Apparel,Sample Product,46.89,4,12.58,187.56,174.98,-8.99,20.01
42858,4246,09/17/2015 00:00,09/20/2015 00:00,3,4,Shipping on time,0,PENDING,Standard Class,11576,Corporate,USCA,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,295.46,5,141.14,1477.3,1336.16,343.04,324.92
28236,4247,07/12/2017 00:00,07/18/2017 00:00,6,4,Late delivery,1,PENDING,Standard Class,273,Consumer,USCA,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,60.39,2,9.62,120.78,111.16,37.5,12.27
19997,4248,02/08/2015 00:00,02/15/2015 00:00,7,4,Late delivery,1,CLOSED,Standard Class,11038,Consumer,Pacific Asia,Oceania,SampleLand,Fishing,Sample Product,475.16,1,57.82,475.16,417.34,11.3,-15.91
26296,4249,07/21/2015 00:00,07/26/2015 00:00,5,4,Late delivery,1,ON_HOLD,Same Day,901,Corporate,Pacific Asia,Oceania,SampleLand,Camping & Hiking,Sample Product,326.87,3,83.47,980.61,897.14,187.69,107.58
16228,4250,05/31/2017 00:00,06/09/2017 00:00,9,6,Late delivery,1,CLOSED,Second Class,4592,Consumer,Europe,South America,SampleLand,Camping & Hiking,Sample Product,282.27,1,9.85,282.27,272.42,94.96,50.81
9927,4251,01/11/2016 00:00,01/12/2016 00:00,1,2,Shipping on time,0,CLOSED,Second Class,651,Consumer,LATAM,Southeast Asia,SampleLand,Fishing,Sample Product,106.93,1,8.6,106.93,98.33,-4.75,15.17
25884,4252,06/16/2015 00:00,06/21/2015 00:00,5,2,Late delivery,1,CLOSED,First Class,8515,Consumer,Europe,Southeast Asia,SampleLand,Men's Footwear,Sample Product,262.73,1,28.99,262.73,233.74,62.1,41.6
14204,4253,07/14/2015 00:00,07/21/2015 00:00,7,4,Advance shipping,1,COMPLETE,First Class,3681,Consumer,Pacific Asia,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,177.84,1,13.42,177.84,164.42,20.43,11.81
44345,4254,07/20/2016 00:00,07/24/2016 00:00,4,4,Late delivery,0,ON_HOLD,First Class,6157,Consumer,Europe,Central America,SampleLand,Fishing,Sample Product,340.94,4,90.41,1363.76,1273.35,256.19,-27.15
54390,4255,07/05/2017 00:00,07/10/2017 00:00,5,6,Advance shipping,0,PENDING_PAYMENT,Standard Class,2278,Corporate,LATAM,South America,SampleLand,Cleats,Sample Product,306.16,3,72.89,918.48,845.59,-15.79,189.7
11616,4256,04/11/2015 00:00,04/15/2015 00:00,4,2,Shipping on time,1,PROCESSING,Standard Class,9866,Corporate,Pacific Asia,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,254.66,5,104.68,1273.3,1168.62,-2.24,-97.09
363,4257,02/23/2015 00:00,03/02/2015 00:00,7,4,Late delivery,1,CLOSED,Second Class,5550,Consumer,Pacific Asia,US Center,SampleLand,Men's Footwear,Sample Product,133.84,2,12.47,267.68,255.21,38.34,3.73
52455,4258,05/31/2016 00:00,06/05/2016 00:00,5,6,Late delivery,0,PENDING,Same Day,3836,Corporate,Africa,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,267.61,2,68.58,535.22,466.64,5.94,149.11
17636,4259,10/11/2017 00:00,10/17/2017 00:00,6,4,Late delivery,1,CLOSED,Standard Class,273,Consumer,Africa,Western Europe,SampleLand,Men's Footwear,Sample Product,236.23,3,22.08,708.69,686.61,115.72,45.1
15317,4260,10/04/2015 00:00,10/11/2015 00:00,7,4,Shipping on time,1,PENDING,Same Day,5651,Consumer,USCA,Central America,SampleLand,Fishing,Sample Product,427.12,4,8.41,1708.48,1700.07,-102.91,85.54
51322,4261,10/15/2017 00:00,10/20/2017 00:00,5,6,Late delivery,0,COMPLETE,Second Class,8705,Corporate,Pacific Asia,Southeast Asia,SampleLand,Camping & Hiking,Sample Product,448.23,5,249.27,2241.15,1991.88,501.69,-87.38
50378,4262,08/06/2017 00:00,08/09/2017 00:00,3,2,Advance shipping,1,PROCESSING,Standard Class,1349,Home Office,USCA,Oceania,SampleLand,Women's Apparel,Sample Product,382.03,4,193.07,1528.12,1335.05,31.09,17.15
34838,4263,10/09/2015 00:00,10/12/2015 00:00,3,4,Late delivery,0,ON_HOLD,First Class,6106,Consumer,Africa,Central America,SampleLand,Cardio Equipment,Sample Product,166.62,3,48.19,499.86,451.67,104.63,23.85
9349,4264,06/13/2017 00:00,06/18/2017 00:00,5,6,Late delivery,0,PENDING,First Class,11120,Corporate,Pacific Asia,US Center,SampleLand,Cardio Equipment,Sample Product,28.66,5,10.08,143.3,133.22,-3.55,3.44
42333,4265,01/29/2017 00:00,02/01/2017 00:00,3,2,Shipping on time,1,PENDING_PAYMENT,Standard Class,10406,Consumer,Europe,Southeast Asia,SampleLand,Water Sports,Sample Product,463.41,1,67.79,463.41,395.62,102.78,4.77
44366,4266,07/06/2016 00:00,07/10/2016 00:00,4,4,Late delivery,0,ON_HOLD,Second Class,10808,Corporate,USCA,Oceania,SampleLand,Fishing,Sample Product,496.09,3,82.77,1488.27,1405.5,-132.01,447.72
26600,4267,04/27/2016 00:00,04/30/2016 00:00,3,4,Late delivery,0,PROCESSING,Standard Class,10760,Corporate,LATAM,US Center,SampleLand,Water Sports,Sample Product,72.24,2,8.8,144.48,135.68,-3.14,20.66
33684,4268,06/12/2017 00:00,06/21/2017 00:00,9,6,Late delivery,1,PROCESSING,Second Class,3313,Corporate,Pacific Asia,West Africa,SampleLand,Electronics,Sample Product,345.95,1,30.67,345.95,315.28,16.41,-24.51
32187,4269,05/26/2017 00:00,06/01/2017 00:00,6,6,Late delivery,0,ON_HOLD,Standard Class,1916,Corporate,Africa,US Center,SampleLand,Water Sports,Sample Product,218.32,2,28.19,436.64,408.45,102.51,130.3
39687,4270,04/26/2017 00:00,05/05/2017 00:00,9,6,Late delivery,1,PENDING,Standard Class,6996,Corporate,Africa,West Africa,SampleLand,Cardio Equipment,Sample Product,82.77,4,27.58,331.08,303.5,-26.02,80.15
30939,4271,12/17/2017 00:00,12/17/2017 00:00,0,1,Advance shipping,0,COMPLETE,Second Class,8600,Home Office,USCA,Southeast Asia,SampleLand,Men's Footwear,Sample Product,499.07,2,144.71,998.14,853.43,198.97,-46.79
58448,4272,06/11/2016 00:00,06/16/2016 00:00,5,4,Advance shipping,1,PROCESSING,Standard Class,4540,Consumer,Pacific Asia,South America,SampleLand,Cardio Equipment,Sample Product,467.28,5,83.23,2336.4,2253.17,13.3,13.22
2112,4273,06/06/2017 00:00,06/14/2017 00:00,8,6,Late delivery,1,PROCESSING,Standard Class,2792,Home Office,Europe,Southeast Asia,SampleLand,Electronics,Sample Product,491.48,4,43.81,1965.92,1922.11,669.84,-25.83
3154,4274,07/18/2017 00:00,07/23/2017 00:00,5,4,Late delivery,1,PENDING,Standard Class,1870,Home Office,Europe,Central America,SampleLand,Fishing,Sample Product,80.51,4,20.46,322.04,301.58,8.77,63.54
9071,4275,08/03/2015 00:00,08/08/2015 00:00,5,4,Late delivery,1,ON_HOLD,Standard Class,6113,Consumer,Pacific Asia,US Center,SampleLand,Cardio Equipment,Sample Product,251.04,2,37.96,502.08,464.12,-15.97,79.19
8948,4276,03/11/2015 00:00,03/14/2015 00:00,3,1,Shipping on time,1,COMPLETE,Standard Class,541,Consumer,Pacific Asia,Central America,SampleLand,Cardio Equipment,Sample Product,448.93,5,240.13,2244.65,2004.52,415.87,490.62
29925,4277,04/09/2016 00:00,04/14/2016 00:00,5,6,Advance shipping,0,CLOSED,Standard Class,8213,Home Office,Europe,Oceania,SampleLand,Cardio Equipment,Sample Product,340.83,2,97.67,681.66,583.99,14.31,74.99
4746,4278,07/13/2017 00:00,07/17/2017 00:00,4,1,Late delivery,1,ON_HOLD,Standard Class,9874,Corporate,Europe,Central America,SampleLand,Electronics,Sample Product,222.95,2,46.06,445.9,399.84,57.22,14.4
11472,4279,10/16/2015 00:00,10/20/2015 00:00,4,2,Late delivery,1,CLOSED,Standard Class,9949,Consumer,USCA,Central America,SampleLand,Electronics,Sample Product,263.18,4,155.88,1052.72,896.84,221.93,8.22
31178,4280,02/21/2017 00:00,03/01/2017 00:00,8,6,Shipping on time,1,PROCESSING,Second Class,3470,Consumer,Pacific Asia,Western Europe,SampleLand,Cardio Equipment,Sample Product,28.91,4,4.27,115.64,111.37,28.95,22.13
53977,4281,01/15/2015 00:00,01/22/2015 00:00,7,6,Shipping on time,1,COMPLETE,Second Class,1195,Consumer,Pacific Asia,Western Europe,SampleLand,Women's Apparel,Sample Product,309.64,2,19.4,619.28,599.88,-0.42,40.93
48168,4282,02/07/2016 00:00,02/13/2016 00:00,6,6,Shipping on time,0,CLOSED,Second Class,6185,Consumer,Africa,Central America,SampleLand,Electronics,Sample Product,431.26,2,39.66,862.52,822.86,-4.61,66.08
13004,4283,10/05/2016 00:00,10/10/2016 00:00,5,4,Late delivery,1,PROCESSING,Standard Class,8883,Consumer,Africa,Oceania,SampleLand,Men's Footwear,Sample Product,11.37,3,4.03,34.11,30.08,0.66,-0.16
3290,4284,06/01/2015 00:00,06/05/2015 00:00,4,2,Late delivery,1,ON_HOLD,Second Class,10832,Corporate,USCA,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,88.38,3,7.42,265.14,257.72,20.0,65.45
44339,4285,08/14/2017 00:00,08/21/2017 00:00,7,4,Shipping on time,1,CLOSED,Standard Class,1447,Consumer,USCA,South America,SampleLand,Water Sports,Sample Product,263.82,1,7.76,263.82,256.06,60.47,44.56
46764,4286,06/21/2015 00:00,06/26/2015 00:00,5,2,Late delivery,1,COMPLETE,Second Class,239,Consumer,Europe,South America,SampleLand,Women's Apparel,Sample Product,284.87,2,35.19,569.74,534.55,76.93,-0.23
55742,4287,08/25/2017 00:00,08/30/2017 00:00,5,6,Late delivery,0,PENDING_PAYMENT,Standard Class,1696,Consumer,Africa,Western Europe,SampleLand,Cleats,Sample Product,178.24,1,8.49,178.24,169.75,50.24,14.87
25983,4288,08/06/2015 00:00,08/09/2015 00:00,3,4,Advance shipping,0,PROCESSING,Second Class,6569,Consumer,USCA,Southeast Asia,SampleLand,Men's Footwear,Sample Product,23.69,1,2.3,23.69,21.39,4.58,4.65
3506,4289,12/09/2017 00:00,12/16/2017 00:00,7,4,Late delivery,1,CLOSED,Same Day,1994,Corporate,Pacific Asia,South America,SampleLand,Electronics,Sample Product,374.36,2,99.97,748.72,648.75,114.17,136.89
56485,4290,09/23/2016 00:00,09/24/2016 00:00,1,1,Advance shipping,0,ON_HOLD,First Class,11465,Consumer,LATAM,Southeast Asia,SampleLand,Cleats,Sample Product,129.03,1,2.68,129.03,126.35,16.97,12.96
17242,4291,04/24/2015 00:00,04/29/2015 00:00,5,4,Late delivery,1,PENDING,First Class,4151,Home Office,Pacific Asia,South America,SampleLand,Cleats,Sample Product,325.84,4,106.89,1303.36,1196.47,102.52,232.94
22962,4292,04/06/2015 00:00,04/11/2015 00:00,5,6,Late delivery,0,PROCESSING,Standard Class,9711,Corporate,USCA,Western Europe,SampleLand,Electronics,Sample Product,283.98,4,15.06,1135.92,1120.86,62.39,201.7
24853,4293,04/15/2015 00:00,04/18/2015 00:00,3,4,Advance shipping,0,PROCESSING,Standard Class,3904,Corporate,LATAM,Southeast Asia,SampleLand,Camping & Hiking,Sample Product,221.11,2,14.69,442.22,427.53,-9.1,-26.31
59075,4294,09/08/2016 00:00,09/10/2016 00:00,2,1,Late delivery,1,CLOSED,Standard Class,2632,Consumer,Europe,Central America,SampleLand,Fishing,Sample Product,299.24,5,69.37,1496.2,1426.83,30.75,231.83
21671,4295,06/08/2017 00:00,06/12/2017 00:00,4,2,Late delivery,1,COMPLETE,Standard Class,1026,Corporate,USCA,Southeast Asia,SampleLand,Women's Apparel,Sample Product,350.57,3,91.36,1051.71,960.35,293.33,-74.79
33391,4296,04/08/2016 00:00,04/14/2016 00:00,6,4,Shipping on time,1,CLOSED,Second Class,2411,Corporate,USCA,Southeast Asia,SampleLand,Camping & Hiking,Sample Product,290.4,2,48.34,580.8,532.46,145.5,138.2
30254,4297,05/15/2016 00:00,05/20/2016 00:00,5,2,Advance shipping,1,PROCESSING,Second Class,9010,Home Office,Europe,Central America,SampleLand,Women's Apparel,Sample Product,283.19,1,27.32,283.19,255.87,-25.07,69.64
59399,4298,09/07/2016 00:00,09/12/2016 00:00,5,6,Advance shipping,0,ON_HOLD,Same Day,9150,Corporate,Africa,Oceania,SampleLand,Cleats,Sample Product,223.68,3,82.43,671.04,588.61,0.48,-44.99
57140,4299,07/22/2016 00:00,07/26/2016 00:00,4,4,Late delivery,0,CLOSED,Same Day,8012,Home Office,Africa,Oceania,SampleLand,Camping & Hiking,Sample Product,220.72,5,30.99,1103.6,1072.61,282.39,52.5
37913,4300,02/02/2017 00:00,02/04/2017 00:00,2,1,Late delivery,1,PENDING,Standard Class,957,Home Office,LATAM,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,250.57,1,27.94,250.57,222.63,36.4,56.12
6350,4301,06/06/2016 00:00,06/11/2016 00:00,5,4,Late delivery,1,PROCESSING,First Class,3847,Home Office,LATAM,Oceania,SampleLand,Camping & Hiking,Sample Product,231.52,1,23.16,231.52,208.36,-14.15,41.35
20780,4302,03/12/2017 00:00,03/15/2017 00:00,3,4,Late delivery,0,ON_HOLD,First Class,7192,Corporate,USCA,Oceania,SampleLand,Cardio Equipment,Sample Product,225.12,3,8.08,675.36,667.28,175.72,49.15
39963,4303,12/15/2017 00:00,12/18/2017 00:00,3,2,Shipping on time,1,COMPLETE,Second Class,11243,Consumer,LATAM,West Africa,SampleLand,Women's Apparel,Sample Product,113.08,5,29.23,565.4,536.17,128.16,9.45
48204,4304,01/29/2016 00:00,02/05/2016 00:00,7,4,Late delivery,1,PENDING,Standard Class,2809,Corporate,USCA,South America,SampleLand,Men's Footwear,Sample Product,365.17,2,3.03,730.34,727.31,19.44,23.86
45111,4305,01/24/2015 00:00,01/24/2015 00:00,0,1,Late delivery,0,PROCESSING,Standard Class,2240,Home Office,Pacific Asia,Western Europe,SampleLand,Electronics,Sample Product,75.15,4,4.07,300.6,296.53,69.61,-13.36
29218,4306,05/29/2015 00:00,06/05/2015 00:00,7,4,Advance shipping,1,COMPLETE,Standard Class,10071,Home Office,USCA,West Africa,SampleLand,Fishing,Sample Product,455.27,3,58.14,1365.81,1307.67,391.03,456.4
40234,4307,08/07/2016 00:00,08/14/2016 00:00,7,6,Shipping on time,1,ON_HOLD,Standard Class,5617,Home Office,LATAM,Southeast Asia,SampleLand,Cleats,Sample Product,316.17,1,11.53,316.17,304.64,58.26,62.34
18529,4308,01/18/2016 00:00,01/25/2016 00:00,7,6,Shipping on time,1,PENDING,Standard Class,4553,Consumer,Africa,West Africa,SampleLand,Women's Apparel,Sample Product,33.96,5,22.93,169.8,146.87,34.46,21.62
38156,4309,09/23/2017 00:00,09/27/2017 00:00,4,2,Late delivery,1,CLOSED,Standard Class,4609,Corporate,LATAM,Oceania,SampleLand,Cleats,Sample Product,332.91,1,44.63,332.91,288.28,-22.47,98.95
28700,4310,10/19/2016 00:00,10/25/2016 00:00,6,4,Shipping canceled,1,PENDING_PAYMENT,Standard Class,4980,Consumer,Pacific Asia,Oceania,SampleLand,Water Sports,Sample Product,187.14,3,48.66,561.42,512.76,79.11,34.3
41027,4311,07/12/2016 00:00,07/16/2016 00:00,4,2,Advance shipping,1,CLOSED,Second Class,5818,Corporate,Africa,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,465.58,4,205.33,1862.32,1656.99,396.23,483.48
52314,4312,05/30/2017 00:00,06/02/2017 00:00,3,4,Late delivery,0,COMPLETE,Standard Class,9533,Consumer,LATAM,South America,SampleLand,Water Sports,Sample Product,468.68,4,281.1,1874.72,1593.62,172.38,479.74
49202,4313,09/12/2015 00:00,09/14/2015 00:00,2,2,Late delivery,0,COMPLETE,First Class,8269,Consumer,USCA,Central America,SampleLand,Water Sports,Sample Product,424.5,5,130.6,2122.5,1991.9,163.45,-90.62
43938,4314,06/15/2017 00:00,06/22/2017 00:00,7,4,Shipping on time,1,CLOSED,Standard Class,1057,Consumer,USCA,West Africa,SampleLand,Water Sports,Sample Product,288.25,4,90.35,1153.0,1062.65,162.95,367.58
46072,4315,01/07/2015 00:00,01/08/2015 00:00,1,2,Late delivery,0,PENDING,Standard Class,1591,Consumer,Africa,Central America,SampleLand,Camping & Hiking,Sample Product,460.4,4,179.87,1841.6,1661.73,338.44,394.24
10426,4316,10/10/2016 00:00,10/18/2016 00:00,8,6,Advance shipping,1,ON_HOLD,Standard Class,7211,Consumer,Pacific Asia,Southeast Asia,SampleLand,Fishing,Sample Product,328.41,1,45.35,328.41,283.06,75.71,15.58
11094,4317,09/17/2017 00:00,09/24/2017 00:00,7,6,Advance shipping,1,PENDING_PAYMENT,Standard Class,10063,Corporate,Europe,South America,SampleLand,Cleats,Sample Product,438.81,2,104.92,877.62,772.7,206.59,62.92
50316,4318,05/22/2017 00:00,05/23/2017 00:00,1,2,Advance shipping,0,COMPLETE,Standard Class,11551,Consumer,Africa,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,88.43,2,1.71,176.86,175.15,37.9,-11.93
32454,4319,07/11/2017 00:00,07/14/2017 00:00,3,4,Shipping on time,0,PROCESSING,Second Class,10733,Corporate,LATAM,Oceania,SampleLand,Cleats,Sample Product,453.05,2,96.9,906.1,809.2,277.25,204.62
25885,4320,04/01/2016 00:00,04/05/2016 00:00,4,1,Late delivery,1,PENDING_PAYMENT,Standard Class,7804,Consumer,USCA,Southeast Asia,SampleLand,Women's Apparel,Sample Product,334.18,1,12.63,334.18,321.55,45.7,11.95
39901,4321,06/19/2017 00:00,06/22/2017 00:00,3,4,Late delivery,0,COMPLETE,Standard Class,2853,Consumer,LATAM,Western Europe,SampleLand,Fishing,Sample Product,158.6,1,6.06,158.6,152.54,15.17,8.22
4973,4322,08/05/2016 00:00,08/06/2016 00:00,1,2,Advance shipping,0,CLOSED,Standard Class,982,Consumer,USCA,Southeast Asia,SampleLand,Cardio Equipment,Sample Product,498.93,3,122.87,1496.79,1373.92,67.12,182.11
9906,4323,10/08/2016 00:00,10/09/2016 00:00,1,2,Late delivery,0,PROCESSING,Standard Class,8832,Consumer,LATAM,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,346.57,4,144.79,1386.28,1241.49,-54.67,158.38
8831,4324,03/30/2015 00:00,04/05/2015 00:00,6,4,Late delivery,1,PENDING_PAYMENT,Same Day,10902,Home Office,Europe,Oceania,SampleLand,Camping & Hiking,Sample Product,455.12,5,54.35,2275.6,2221.25,0.26,-15.64
