issue,key,detail,severity,route_to
missing_values,42207,critical field null,medium,Data Engineering
missing_values,169333,critical field null,medium,Data Engineering
missing_values,30909,critical field null,medium,Data Engineering
missing_values,26472,critical field null,medium,Data Engineering
missing_values,165818,critical field null,medium,Data Engineering
missing_values,28818,critical field null,medium,Data Engineering
missing_values,34130,critical field null,medium,Data Engineering
missing_values,26773,critical field null,medium,Data Engineering
missing_values,174801,critical field null,medium,Data Engineering
missing_values,30038,critical field null,medium,Data Engineering
missing_values,20000,critical field null,medium,Data Engineering
missing_values,136562,critical field null,medium,Data Engineering
missing_values,2884,critical field null,medium,Data Engineering
missing_values,80727,critical field null,medium,Data Engineering
missing_values,77424,critical field null,medium,Data Engineering
missing_values,71486,critical field null,medium,Data Engineering
missing_values,94929,critical field null,medium,Data Engineering
missing_values,117537,critical field null,medium,Data Engineering
missing_values,137222,critical field null,medium,Data Engineering
missing_values,107173,critical field null,medium,Data Engineering
missing_values,96404,critical field null,medium,Data Engineering
missing_values,26818,critical field null,medium,Data Engineering
missing_values,111926,critical field null,medium,Data Engineering
missing_values,44632,critical field null,medium,Data Engineering
missing_values,35654,critical field null,medium,Data Engineering
missing_values,42979,critical field null,medium,Data Engineering
missing_values,22397,critical field null,medium,Data Engineering
missing_values,9626,critical field null,medium,Data Engineering
missing_values,7842,critical field null,medium,Data Engineering
missing_values,110481,critical field null,medium,Data Engineering
missing_values,43085,critical field null,medium,Data Engineering
missing_values,111178,critical field null,medium,Data Engineering
missing_values,13579,critical field null,medium,Data Engineering
missing_values,128629,critical field null,medium,Data Engineering
missing_values,12969,critical field null,medium,Data Engineering
missing_values,54692,critical field null,medium,Data Engineering
missing_values,62852,critical field null,medium,Data Engineering
missing_values,108570,critical field null,medium,Data Engineering
missing_values,76046,critical field null,medium,Data Engineering
missing_values,95599,critical field null,medium,Data Engineering
missing_values,78471,critical field null,medium,Data Engineering
missing_values,157538,critical field null,medium,Data Engineering
missing_values,42982,critical field null,medium,Data Engineering
missing_values,107240,critical field null,medium,Data Engineering
missing_values,32830,critical field null,medium,Data Engineering
missing_values,133744,critical field null,medium,Data Engineering
missing_values,135232,critical field null,medium,Data Engineering
missing_values,3490,critical field null,medium,Data Engineering
missing_values,4,critical field null,medium,Data Engineering
missing_values,22199,critical field null,medium,Data Engineering
missing_values,142759,critical field null,medium,Data Engineering
missing_values,15402,critical field null,medium,Data Engineering
missing_values,1464,critical field null,medium,Data Engineering
missing_values,58897,critical field null,medium,Data Engineering
missing_values,117559,critical field null,medium,Data Engineering
missing_values,51178,critical field null,medium,Data Engineering
missing_values,59009,critical field null,medium,Data Engineering
missing_values,56202,critical field null,medium,Data Engineering
missing_values,176139,critical field null,medium,Data Engineering
missing_values,81614,critical field null,medium,Data Engineering
missing_values,79457,critical field null,medium,Data Engineering
missing_values,15855,critical field null,medium,Data Engineering
missing_values,150085,critical field null,medium,Data Engineering
missing_values,150634,critical field null,medium,Data Engineering
missing_values,64753,critical field null,medium,Data Engineering
missing_values,59827,critical field null,medium,Data Engineering
missing_values,114313,critical field null,medium,Data Engineering
missing_values,117607,critical field null,medium,Data Engineering
missing_values,109423,critical field null,medium,Data Engineering
missing_values,37260,critical field null,medium,Data Engineering
missing_values,44567,critical field null,medium,Data Engineering
missing_values,133148,critical field null,medium,Data Engineering
missing_values,108855,critical field null,medium,Data Engineering
missing_values,51942,critical field null,medium,Data Engineering
missing_values,62195,critical field null,medium,Data Engineering
missing_values,66106,critical field null,medium,Data Engineering
missing_values,108717,critical field null,medium,Data Engineering
missing_values,50661,critical field null,medium,Data Engineering
missing_values,163487,critical field null,medium,Data Engineering
missing_values,143970,critical field null,medium,Data Engineering
missing_values,120705,critical field null,medium,Data Engineering
missing_values,124949,critical field null,medium,Data Engineering
missing_values,158706,critical field null,medium,Data Engineering
missing_values,158144,critical field null,medium,Data Engineering
missing_values,58097,critical field null,medium,Data Engineering
missing_values,165425,critical field null,medium,Data Engineering
missing_values,49600,critical field null,medium,Data Engineering
missing_values,135227,critical field null,medium,Data Engineering
missing_values,137809,critical field null,medium,Data Engineering
missing_values,130353,critical field null,medium,Data Engineering
missing_values,149313,critical field null,medium,Data Engineering
missing_values,22364,critical field null,medium,Data Engineering
missing_values,177914,critical field null,medium,Data Engineering
missing_values,89613,critical field null,medium,Data Engineering
missing_values,11934,critical field null,medium,Data Engineering
missing_values,135856,critical field null,medium,Data Engineering
missing_values,56905,critical field null,medium,Data Engineering
missing_values,59442,critical field null,medium,Data Engineering
missing_values,50887,critical field null,medium,Data Engineering
missing_values,64314,critical field null,medium,Data Engineering
missing_values,177367,critical field null,medium,Data Engineering
missing_values,176022,critical field null,medium,Data Engineering
missing_values,179932,critical field null,medium,Data Engineering
missing_values,57047,critical field null,medium,Data Engineering
missing_values,83825,critical field null,medium,Data Engineering
missing_values,84024,critical field null,medium,Data Engineering
missing_values,101027,critical field null,medium,Data Engineering
missing_values,93657,critical field null,medium,Data Engineering
missing_values,100993,critical field null,medium,Data Engineering
missing_values,47858,critical field null,medium,Data Engineering
missing_values,158572,critical field null,medium,Data Engineering
missing_values,123138,critical field null,medium,Data Engineering
missing_values,169718,critical field null,medium,Data Engineering
missing_values,149478,critical field null,medium,Data Engineering
missing_values,135199,critical field null,medium,Data Engineering
missing_values,146469,critical field null,medium,Data Engineering
missing_values,81742,critical field null,medium,Data Engineering
missing_values,38044,critical field null,medium,Data Engineering
missing_values,155954,critical field null,medium,Data Engineering
missing_values,153652,critical field null,medium,Data Engineering
missing_values,85354,critical field null,medium,Data Engineering
missing_values,165842,critical field null,medium,Data Engineering
missing_values,177694,critical field null,medium,Data Engineering
missing_values,17139,critical field null,medium,Data Engineering
missing_values,138420,critical field null,medium,Data Engineering
missing_values,176208,critical field null,medium,Data Engineering
missing_values,103363,critical field null,medium,Data Engineering
missing_values,122153,critical field null,medium,Data Engineering
missing_values,12617,critical field null,medium,Data Engineering
missing_values,150821,critical field null,medium,Data Engineering
missing_values,137182,critical field null,medium,Data Engineering
missing_values,54324,critical field null,medium,Data Engineering
missing_values,27541,critical field null,medium,Data Engineering
missing_values,117450,critical field null,medium,Data Engineering
missing_values,101200,critical field null,medium,Data Engineering
missing_values,112928,critical field null,medium,Data Engineering
missing_values,103635,critical field null,medium,Data Engineering
missing_values,108807,critical field null,medium,Data Engineering
missing_values,40970,critical field null,medium,Data Engineering
missing_values,106314,critical field null,medium,Data Engineering
missing_values,106206,critical field null,medium,Data Engineering
missing_values,116312,critical field null,medium,Data Engineering
missing_values,44761,critical field null,medium,Data Engineering
missing_values,35465,critical field null,medium,Data Engineering
missing_values,99749,critical field null,medium,Data Engineering
missing_values,98959,critical field null,medium,Data Engineering
missing_values,98813,critical field null,medium,Data Engineering
missing_values,97160,critical field null,medium,Data Engineering
missing_values,97022,critical field null,medium,Data Engineering
missing_values,95452,critical field null,medium,Data Engineering
missing_values,93921,critical field null,medium,Data Engineering
missing_values,92888,critical field null,medium,Data Engineering
missing_values,91693,critical field null,medium,Data Engineering
missing_values,91581,critical field null,medium,Data Engineering
missing_values,89017,critical field null,medium,Data Engineering
missing_values,88610,critical field null,medium,Data Engineering
missing_values,84887,critical field null,medium,Data Engineering
missing_values,132908,critical field null,medium,Data Engineering
missing_values,134972,critical field null,medium,Data Engineering
missing_values,114188,critical field null,medium,Data Engineering
missing_values,60538,critical field null,medium,Data Engineering
missing_values,60269,critical field null,medium,Data Engineering
missing_values,59192,critical field null,medium,Data Engineering
missing_values,58853,critical field null,medium,Data Engineering
missing_values,58742,critical field null,medium,Data Engineering
missing_values,58449,critical field null,medium,Data Engineering
missing_values,57979,critical field null,medium,Data Engineering
missing_values,52664,critical field null,medium,Data Engineering
missing_values,47919,critical field null,medium,Data Engineering
missing_values,47750,critical field null,medium,Data Engineering
missing_values,47369,critical field null,medium,Data Engineering
missing_values,46372,critical field null,medium,Data Engineering
missing_values,45861,critical field null,medium,Data Engineering
missing_values,102297,critical field null,medium,Data Engineering
missing_values,101538,critical field null,medium,Data Engineering
missing_values,100741,critical field null,medium,Data Engineering
missing_values,34801,critical field null,medium,Data Engineering
missing_values,33858,critical field null,medium,Data Engineering
missing_values,33624,critical field null,medium,Data Engineering
missing_values,33485,critical field null,medium,Data Engineering
missing_values,14427,critical field null,medium,Data Engineering
missing_values,155979,critical field null,medium,Data Engineering
missing_values,153807,critical field null,medium,Data Engineering
missing_values,152350,critical field null,medium,Data Engineering
missing_values,151686,critical field null,medium,Data Engineering
missing_values,150560,critical field null,medium,Data Engineering
missing_values,149999,critical field null,medium,Data Engineering
missing_values,147110,critical field null,medium,Data Engineering
missing_values,146667,critical field null,medium,Data Engineering
missing_values,82144,critical field null,medium,Data Engineering
missing_values,80841,critical field null,medium,Data Engineering
missing_values,60728,critical field null,medium,Data Engineering
missing_values,145586,critical field null,medium,Data Engineering
missing_values,144202,critical field null,medium,Data Engineering
missing_values,143084,critical field null,medium,Data Engineering
missing_values,142779,critical field null,medium,Data Engineering
missing_values,142405,critical field null,medium,Data Engineering
missing_values,141248,critical field null,medium,Data Engineering
missing_values,137918,critical field null,medium,Data Engineering
missing_values,137444,critical field null,medium,Data Engineering
missing_values,99468,critical field null,medium,Data Engineering
missing_values,27142,critical field null,medium,Data Engineering
missing_values,160193,critical field null,medium,Data Engineering
missing_values,11381,critical field null,medium,Data Engineering
missing_values,98862,critical field null,medium,Data Engineering
missing_values,43987,critical field null,medium,Data Engineering
missing_values,38277,critical field null,medium,Data Engineering
missing_values,36282,critical field null,medium,Data Engineering
missing_values,128600,critical field null,medium,Data Engineering
missing_values,14583,critical field null,medium,Data Engineering
missing_values,106755,critical field null,medium,Data Engineering
missing_values,163054,critical field null,medium,Data Engineering
missing_values,3,critical field null,medium,Data Engineering
missing_values,57806,critical field null,medium,Data Engineering
missing_values,68175,critical field null,medium,Data Engineering
missing_values,13414,critical field null,medium,Data Engineering
missing_values,141351,critical field null,medium,Data Engineering
missing_values,133472,critical field null,medium,Data Engineering
missing_values,52419,critical field null,medium,Data Engineering
missing_values,52002,critical field null,medium,Data Engineering
missing_values,132616,critical field null,medium,Data Engineering
missing_values,146603,critical field null,medium,Data Engineering
missing_values,146408,critical field null,medium,Data Engineering
missing_values,145668,critical field null,medium,Data Engineering
missing_values,129346,critical field null,medium,Data Engineering
missing_values,128529,critical field null,medium,Data Engineering
missing_values,128297,critical field null,medium,Data Engineering
missing_values,127826,critical field null,medium,Data Engineering
missing_values,126878,critical field null,medium,Data Engineering
missing_values,125848,critical field null,medium,Data Engineering
missing_values,125650,critical field null,medium,Data Engineering
missing_values,124384,critical field null,medium,Data Engineering
missing_values,124110,critical field null,medium,Data Engineering
missing_values,122421,critical field null,medium,Data Engineering
missing_values,121866,critical field null,medium,Data Engineering
missing_values,121848,critical field null,medium,Data Engineering
missing_values,117184,critical field null,medium,Data Engineering
missing_values,93679,critical field null,medium,Data Engineering
missing_values,43734,critical field null,medium,Data Engineering
missing_values,37109,critical field null,medium,Data Engineering
missing_values,111852,critical field null,medium,Data Engineering
missing_values,110978,critical field null,medium,Data Engineering
missing_values,109533,critical field null,medium,Data Engineering
missing_values,108338,critical field null,medium,Data Engineering
missing_values,13740,critical field null,medium,Data Engineering
missing_values,12498,critical field null,medium,Data Engineering
missing_values,12075,critical field null,medium,Data Engineering
missing_values,11657,critical field null,medium,Data Engineering
missing_values,11538,critical field null,medium,Data Engineering
missing_values,9554,critical field null,medium,Data Engineering
missing_values,8892,critical field null,medium,Data Engineering
missing_values,8427,critical field null,medium,Data Engineering
missing_values,6785,critical field null,medium,Data Engineering
missing_values,132426,critical field null,medium,Data Engineering
missing_values,130482,critical field null,medium,Data Engineering
missing_values,129759,critical field null,medium,Data Engineering
missing_values,2969,critical field null,medium,Data Engineering
missing_values,2603,critical field null,medium,Data Engineering
missing_values,2369,critical field null,medium,Data Engineering
missing_values,1286,critical field null,medium,Data Engineering
missing_values,170176,critical field null,medium,Data Engineering
missing_values,169841,critical field null,medium,Data Engineering
missing_values,166972,critical field null,medium,Data Engineering
missing_values,165847,critical field null,medium,Data Engineering
missing_values,165582,critical field null,medium,Data Engineering
missing_values,164289,critical field null,medium,Data Engineering
missing_values,164107,critical field null,medium,Data Engineering
missing_values,163297,critical field null,medium,Data Engineering
missing_values,161941,critical field null,medium,Data Engineering
missing_values,116656,critical field null,medium,Data Engineering
missing_values,115472,critical field null,medium,Data Engineering
missing_values,115448,critical field null,medium,Data Engineering
missing_values,95093,critical field null,medium,Data Engineering
missing_values,105557,critical field null,medium,Data Engineering
missing_values,86814,critical field null,medium,Data Engineering
missing_values,34848,critical field null,medium,Data Engineering
missing_values,142114,critical field null,medium,Data Engineering
missing_values,67842,critical field null,medium,Data Engineering
missing_values,161628,critical field null,medium,Data Engineering
missing_values,159528,critical field null,medium,Data Engineering
missing_values,17073,critical field null,medium,Data Engineering
missing_values,60888,critical field null,medium,Data Engineering
missing_values,81054,critical field null,medium,Data Engineering
missing_values,58857,critical field null,medium,Data Engineering
missing_values,75416,critical field null,medium,Data Engineering
missing_values,4512,critical field null,medium,Data Engineering
missing_values,3851,critical field null,medium,Data Engineering
missing_values,3748,critical field null,medium,Data Engineering
missing_values,65502,critical field null,medium,Data Engineering
missing_values,30435,critical field null,medium,Data Engineering
missing_values,44919,critical field null,medium,Data Engineering
missing_values,169170,critical field null,medium,Data Engineering
missing_values,39527,critical field null,medium,Data Engineering
missing_values,160356,critical field null,medium,Data Engineering
missing_values,13127,critical field null,medium,Data Engineering
missing_values,14767,critical field null,medium,Data Engineering
missing_values,72561,critical field null,medium,Data Engineering
missing_values,91190,critical field null,medium,Data Engineering
missing_values,134146,critical field null,medium,Data Engineering
missing_values,63103,critical field null,medium,Data Engineering
missing_values,41481,critical field null,medium,Data Engineering
missing_values,161872,critical field null,medium,Data Engineering
missing_values,161369,critical field null,medium,Data Engineering
missing_values,161323,critical field null,medium,Data Engineering
missing_values,126350,critical field null,medium,Data Engineering
missing_values,40536,critical field null,medium,Data Engineering
missing_values,163538,critical field null,medium,Data Engineering
missing_values,49275,critical field null,medium,Data Engineering
missing_values,45536,critical field null,medium,Data Engineering
missing_values,173654,critical field null,medium,Data Engineering
missing_values,172611,critical field null,medium,Data Engineering
missing_values,168701,critical field null,medium,Data Engineering
missing_values,40093,critical field null,medium,Data Engineering
missing_values,47409,critical field null,medium,Data Engineering
missing_values,32345,critical field null,medium,Data Engineering
missing_values,29630,critical field null,medium,Data Engineering
missing_values,29920,critical field null,medium,Data Engineering
missing_values,101454,critical field null,medium,Data Engineering
missing_values,24130,critical field null,medium,Data Engineering
missing_values,57692,critical field null,medium,Data Engineering
missing_values,14114,critical field null,medium,Data Engineering
missing_values,135447,critical field null,medium,Data Engineering
missing_values,12773,critical field null,medium,Data Engineering
missing_values,213,critical field null,medium,Data Engineering
missing_values,35438,critical field null,medium,Data Engineering
missing_values,70732,critical field null,medium,Data Engineering
missing_values,89187,critical field null,medium,Data Engineering
missing_values,2492,critical field null,medium,Data Engineering
missing_values,41738,critical field null,medium,Data Engineering
missing_values,46481,critical field null,medium,Data Engineering
missing_values,159786,critical field null,medium,Data Engineering
missing_values,36208,critical field null,medium,Data Engineering
missing_values,41129,critical field null,medium,Data Engineering
missing_values,153792,critical field null,medium,Data Engineering
missing_values,25033,critical field null,medium,Data Engineering
missing_values,84281,critical field null,medium,Data Engineering
missing_values,145298,critical field null,medium,Data Engineering
missing_values,17164,critical field null,medium,Data Engineering
missing_values,15124,critical field null,medium,Data Engineering
missing_values,65046,critical field null,medium,Data Engineering
missing_values,177523,critical field null,medium,Data Engineering
missing_values,77942,critical field null,medium,Data Engineering
missing_values,91437,critical field null,medium,Data Engineering
missing_values,161988,critical field null,medium,Data Engineering
missing_values,73290,critical field null,medium,Data Engineering
missing_values,63355,critical field null,medium,Data Engineering
missing_values,156419,critical field null,medium,Data Engineering
missing_values,32718,critical field null,medium,Data Engineering
missing_values,175433,critical field null,medium,Data Engineering
missing_values,140890,critical field null,medium,Data Engineering
missing_values,24442,critical field null,medium,Data Engineering
missing_values,16156,critical field null,medium,Data Engineering
missing_values,141374,critical field null,medium,Data Engineering
missing_values,9950,critical field null,medium,Data Engineering
missing_values,37224,critical field null,medium,Data Engineering
missing_values,395,critical field null,medium,Data Engineering
missing_values,10147,critical field null,medium,Data Engineering
missing_values,138940,critical field null,medium,Data Engineering
missing_values,22868,critical field null,medium,Data Engineering
missing_values,3428,critical field null,medium,Data Engineering
missing_values,3281,critical field null,medium,Data Engineering
missing_values,22540,critical field null,medium,Data Engineering
missing_values,8151,critical field null,medium,Data Engineering
missing_values,17758,critical field null,medium,Data Engineering
missing_values,63885,critical field null,medium,Data Engineering
missing_values,170057,critical field null,medium,Data Engineering
missing_values,41361,critical field null,medium,Data Engineering
missing_values,166590,critical field null,medium,Data Engineering
missing_values,153442,critical field null,medium,Data Engineering
missing_values,105331,critical field null,medium,Data Engineering
missing_values,102946,critical field null,medium,Data Engineering
missing_values,83658,critical field null,medium,Data Engineering
missing_values,167145,critical field null,medium,Data Engineering
missing_values,41904,critical field null,medium,Data Engineering
missing_values,28450,critical field null,medium,Data Engineering
missing_values,153215,critical field null,medium,Data Engineering
missing_values,1676,critical field null,medium,Data Engineering
missing_values,65085,critical field null,medium,Data Engineering
missing_values,80097,critical field null,medium,Data Engineering
missing_values,87064,critical field null,medium,Data Engineering
missing_values,133924,critical field null,medium,Data Engineering
missing_values,50855,critical field null,medium,Data Engineering
missing_values,88428,critical field null,medium,Data Engineering
missing_values,166983,critical field null,medium,Data Engineering
missing_values,88651,critical field null,medium,Data Engineering
missing_values,79778,critical field null,medium,Data Engineering
missing_values,79491,critical field null,medium,Data Engineering
missing_values,78937,critical field null,medium,Data Engineering
missing_values,78673,critical field null,medium,Data Engineering
missing_values,77786,critical field null,medium,Data Engineering
missing_values,77603,critical field null,medium,Data Engineering
missing_values,77176,critical field null,medium,Data Engineering
missing_values,77049,critical field null,medium,Data Engineering
missing_values,76329,critical field null,medium,Data Engineering
missing_values,76247,critical field null,medium,Data Engineering
missing_values,74936,critical field null,medium,Data Engineering
missing_values,74684,critical field null,medium,Data Engineering
missing_values,120637,critical field null,medium,Data Engineering
missing_values,74145,critical field null,medium,Data Engineering
missing_values,77466,critical field null,medium,Data Engineering
missing_values,70891,critical field null,medium,Data Engineering
missing_values,67577,critical field null,medium,Data Engineering
missing_values,66930,critical field null,medium,Data Engineering
missing_values,65196,critical field null,medium,Data Engineering
missing_values,63350,critical field null,medium,Data Engineering
missing_values,61257,critical field null,medium,Data Engineering
missing_values,59699,critical field null,medium,Data Engineering
missing_values,59212,critical field null,medium,Data Engineering
missing_values,57736,critical field null,medium,Data Engineering
missing_values,57477,critical field null,medium,Data Engineering
missing_values,57320,critical field null,medium,Data Engineering
missing_values,56647,critical field null,medium,Data Engineering
missing_values,15113,critical field null,medium,Data Engineering
missing_values,6316,critical field null,medium,Data Engineering
missing_values,55065,critical field null,medium,Data Engineering
missing_values,62762,critical field null,medium,Data Engineering
missing_values,126846,critical field null,medium,Data Engineering
missing_values,177135,critical field null,medium,Data Engineering
missing_values,80801,critical field null,medium,Data Engineering
missing_values,81228,critical field null,medium,Data Engineering
missing_values,82973,critical field null,medium,Data Engineering
missing_values,30371,critical field null,medium,Data Engineering
missing_values,130624,critical field null,medium,Data Engineering
missing_values,133760,critical field null,medium,Data Engineering
missing_values,21256,critical field null,medium,Data Engineering
missing_values,68906,critical field null,medium,Data Engineering
missing_values,100904,critical field null,medium,Data Engineering
missing_values,115151,critical field null,medium,Data Engineering
missing_values,40008,critical field null,medium,Data Engineering
missing_values,74578,critical field null,medium,Data Engineering
missing_values,71881,critical field null,medium,Data Engineering
missing_values,71212,critical field null,medium,Data Engineering
missing_values,131742,critical field null,medium,Data Engineering
missing_values,20638,critical field null,medium,Data Engineering
missing_values,145394,critical field null,medium,Data Engineering
missing_values,23116,critical field null,medium,Data Engineering
missing_values,159984,critical field null,medium,Data Engineering
missing_values,159266,critical field null,medium,Data Engineering
missing_values,158048,critical field null,medium,Data Engineering
missing_values,157050,critical field null,medium,Data Engineering
missing_values,154622,critical field null,medium,Data Engineering
missing_values,154428,critical field null,medium,Data Engineering
missing_values,152942,critical field null,medium,Data Engineering
missing_values,152084,critical field null,medium,Data Engineering
missing_values,150872,critical field null,medium,Data Engineering
missing_values,8845,critical field null,medium,Data Engineering
missing_values,235,critical field null,medium,Data Engineering
missing_values,178909,critical field null,medium,Data Engineering
missing_values,148424,critical field null,medium,Data Engineering
missing_values,147239,critical field null,medium,Data Engineering
missing_values,144600,critical field null,medium,Data Engineering
missing_values,143121,critical field null,medium,Data Engineering
missing_values,142575,critical field null,medium,Data Engineering
missing_values,140058,critical field null,medium,Data Engineering
missing_values,139683,critical field null,medium,Data Engineering
missing_values,136623,critical field null,medium,Data Engineering
missing_values,136563,critical field null,medium,Data Engineering
missing_values,133267,critical field null,medium,Data Engineering
missing_values,132391,critical field null,medium,Data Engineering
missing_values,131944,critical field null,medium,Data Engineering
missing_values,133737,critical field null,medium,Data Engineering
missing_values,28643,critical field null,medium,Data Engineering
missing_values,148975,critical field null,medium,Data Engineering
missing_values,130945,critical field null,medium,Data Engineering
missing_values,165121,critical field null,medium,Data Engineering
missing_values,106625,critical field null,medium,Data Engineering
missing_values,49819,critical field null,medium,Data Engineering
missing_values,29916,critical field null,medium,Data Engineering
missing_values,46933,critical field null,medium,Data Engineering
missing_values,53070,critical field null,medium,Data Engineering
missing_values,675,critical field null,medium,Data Engineering
missing_values,41182,critical field null,medium,Data Engineering
missing_values,131561,critical field null,medium,Data Engineering
missing_values,74450,critical field null,medium,Data Engineering
missing_values,72798,critical field null,medium,Data Engineering
missing_values,111387,critical field null,medium,Data Engineering
missing_values,82126,critical field null,medium,Data Engineering
missing_values,149883,critical field null,medium,Data Engineering
missing_values,149813,critical field null,medium,Data Engineering
missing_values,148735,critical field null,medium,Data Engineering
missing_values,82322,critical field null,medium,Data Engineering
missing_values,50353,critical field null,medium,Data Engineering
missing_values,49873,critical field null,medium,Data Engineering
missing_values,49048,critical field null,medium,Data Engineering
missing_values,48621,critical field null,medium,Data Engineering
missing_values,47960,critical field null,medium,Data Engineering
missing_values,47873,critical field null,medium,Data Engineering
missing_values,47509,critical field null,medium,Data Engineering
missing_values,47401,critical field null,medium,Data Engineering
missing_values,47174,critical field null,medium,Data Engineering
missing_values,44910,critical field null,medium,Data Engineering
missing_values,44147,critical field null,medium,Data Engineering
missing_values,43348,critical field null,medium,Data Engineering
missing_values,144102,critical field null,medium,Data Engineering
missing_values,20045,critical field null,medium,Data Engineering
missing_values,43110,critical field null,medium,Data Engineering
missing_values,40558,critical field null,medium,Data Engineering
missing_values,39994,critical field null,medium,Data Engineering
missing_values,38154,critical field null,medium,Data Engineering
missing_values,37748,critical field null,medium,Data Engineering
missing_values,35724,critical field null,medium,Data Engineering
missing_values,35666,critical field null,medium,Data Engineering
missing_values,35228,critical field null,medium,Data Engineering
missing_values,35127,critical field null,medium,Data Engineering
missing_values,33745,critical field null,medium,Data Engineering
missing_values,33034,critical field null,medium,Data Engineering
missing_values,32198,critical field null,medium,Data Engineering
missing_values,32152,critical field null,medium,Data Engineering
missing_values,31617,critical field null,medium,Data Engineering
missing_values,58378,critical field null,medium,Data Engineering
missing_values,110738,critical field null,medium,Data Engineering
missing_values,103663,critical field null,medium,Data Engineering
missing_values,30837,critical field null,medium,Data Engineering
missing_values,30393,critical field null,medium,Data Engineering
missing_values,30156,critical field null,medium,Data Engineering
missing_values,130307,critical field null,medium,Data Engineering
missing_values,128126,critical field null,medium,Data Engineering
missing_values,128000,critical field null,medium,Data Engineering
missing_values,126106,critical field null,medium,Data Engineering
missing_values,125901,critical field null,medium,Data Engineering
missing_values,123956,critical field null,medium,Data Engineering
missing_values,123677,critical field null,medium,Data Engineering
missing_values,122615,critical field null,medium,Data Engineering
missing_values,122479,critical field null,medium,Data Engineering
missing_values,119210,critical field null,medium,Data Engineering
missing_values,42898,critical field null,medium,Data Engineering
missing_values,42704,critical field null,medium,Data Engineering
missing_values,41349,critical field null,medium,Data Engineering
missing_values,113536,critical field null,medium,Data Engineering
missing_values,107755,critical field null,medium,Data Engineering
missing_values,107329,critical field null,medium,Data Engineering
missing_values,104511,critical field null,medium,Data Engineering
missing_values,103012,critical field null,medium,Data Engineering
missing_values,102474,critical field null,medium,Data Engineering
missing_values,118053,critical field null,medium,Data Engineering
missing_values,142397,critical field null,medium,Data Engineering
missing_values,125295,critical field null,medium,Data Engineering
missing_values,7837,critical field null,medium,Data Engineering
missing_values,119907,critical field null,medium,Data Engineering
missing_values,30698,critical field null,medium,Data Engineering
missing_values,150551,critical field null,medium,Data Engineering
missing_values,31394,critical field null,medium,Data Engineering
missing_values,31236,critical field null,medium,Data Engineering
missing_values,31004,critical field null,medium,Data Engineering
missing_values,9227,critical field null,medium,Data Engineering
missing_values,130389,critical field null,medium,Data Engineering
missing_values,63391,critical field null,medium,Data Engineering
missing_values,51523,critical field null,medium,Data Engineering
missing_values,32222,critical field null,medium,Data Engineering
missing_values,122039,critical field null,medium,Data Engineering
missing_values,1969,critical field null,medium,Data Engineering
missing_values,98629,critical field null,medium,Data Engineering
missing_values,9357,critical field null,medium,Data Engineering
missing_values,174206,critical field null,medium,Data Engineering
missing_values,105249,critical field null,medium,Data Engineering
missing_values,84427,critical field null,medium,Data Engineering
missing_values,60881,critical field null,medium,Data Engineering
missing_values,118079,critical field null,medium,Data Engineering
missing_values,117672,critical field null,medium,Data Engineering
missing_values,117151,critical field null,medium,Data Engineering
missing_values,94783,critical field null,medium,Data Engineering
missing_values,93464,critical field null,medium,Data Engineering
missing_values,92557,critical field null,medium,Data Engineering
missing_values,92236,critical field null,medium,Data Engineering
missing_values,91863,critical field null,medium,Data Engineering
missing_values,91489,critical field null,medium,Data Engineering
missing_values,90050,critical field null,medium,Data Engineering
missing_values,89595,critical field null,medium,Data Engineering
missing_values,89544,critical field null,medium,Data Engineering
missing_values,87956,critical field null,medium,Data Engineering
missing_values,84369,critical field null,medium,Data Engineering
missing_values,82263,critical field null,medium,Data Engineering
missing_values,81262,critical field null,medium,Data Engineering
missing_values,153311,critical field null,medium,Data Engineering
missing_values,5818,critical field null,medium,Data Engineering
missing_values,16483,critical field null,medium,Data Engineering
missing_values,80126,critical field null,medium,Data Engineering
missing_values,79507,critical field null,medium,Data Engineering
missing_values,78353,critical field null,medium,Data Engineering
missing_values,78152,critical field null,medium,Data Engineering
missing_values,76002,critical field null,medium,Data Engineering
missing_values,75719,critical field null,medium,Data Engineering
missing_values,75710,critical field null,medium,Data Engineering
missing_values,74028,critical field null,medium,Data Engineering
missing_values,176847,critical field null,medium,Data Engineering
missing_values,94653,critical field null,medium,Data Engineering
missing_values,81904,critical field null,medium,Data Engineering
missing_values,134512,critical field null,medium,Data Engineering
missing_values,24260,critical field null,medium,Data Engineering
missing_values,160137,critical field null,medium,Data Engineering
missing_values,5214,critical field null,medium,Data Engineering
missing_values,101247,critical field null,medium,Data Engineering
missing_values,165510,critical field null,medium,Data Engineering
missing_values,15227,critical field null,medium,Data Engineering
missing_values,137774,critical field null,medium,Data Engineering
missing_values,142673,critical field null,medium,Data Engineering
missing_values,83798,critical field null,medium,Data Engineering
missing_values,89817,critical field null,medium,Data Engineering
missing_values,82379,critical field null,medium,Data Engineering
missing_values,114408,critical field null,medium,Data Engineering
missing_values,169998,critical field null,medium,Data Engineering
missing_values,129933,critical field null,medium,Data Engineering
missing_values,60284,critical field null,medium,Data Engineering
missing_values,171757,critical field null,medium,Data Engineering
missing_values,88182,critical field null,medium,Data Engineering
missing_values,80890,critical field null,medium,Data Engineering
missing_values,80791,critical field null,medium,Data Engineering
missing_values,80322,critical field null,medium,Data Engineering
